Takt/Zug|Zugnummer|Zugname|Zugtyp|Aktiv|Gruppenbearbeitung|Besteller|Betreiber|Traktionist|Klasse|Zugcharakteristik|Start (Kürzel)|Start|Ziel (Kürzel)|Ziel|Abfahrt|Plan-Ankunft|Real-Ankunft|Von Zug|Auf Zug|Baubetriebsstatus|Statusbezeichnung|VT|Gültig von|Gültig bis|Berechnet|Simulation|Gefiltert|Fehler
\EXPRESS-D\E04 Kassel-Wilhelmshöhe - Korbach Süd\Takt 1\hin\RE Diesel 170406|170406|170406|R|aktiv|N||||NRz|RE - diesel/RE Diesel|FKW|Ksl-Wilhelmshöhe|FHEH|Ahnatal-Heckersh|08:44:56|08:53:00|08:53:11|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\EXPRESS-D\E04 Kassel-Wilhelmshöhe - Korbach Süd\Takt 1\hin\RE Diesel 170410|170410|170410|R|aktiv|N||||NRz|RE - diesel/RE Diesel|FKW|Ksl-Wilhelmshöhe|FHEH|Ahnatal-Heckersh|10:44:56|10:53:00|10:53:11|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\EXPRESS-D\E04 Kassel-Wilhelmshöhe - Korbach Süd\Takt 1\hin\RE Diesel 170414|170414|170414|R|aktiv|N||||NRz|RE - diesel/RE Diesel|FKW|Ksl-Wilhelmshöhe|FHEH|Ahnatal-Heckersh|12:44:56|12:53:00|12:53:11|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\EXPRESS-D\E04 Kassel-Wilhelmshöhe - Korbach Süd\Takt 1\hin\RE Diesel 170418|170418|170418|R|aktiv|N||||NRz|RE - diesel/RE Diesel|FKW|Ksl-Wilhelmshöhe|FHEH|Ahnatal-Heckersh|14:44:56|14:53:00|14:53:11|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\EXPRESS-D\E04 Kassel-Wilhelmshöhe - Korbach Süd\Takt 1\hin\RE Diesel 170422|170422|170422|R|aktiv|N||||NRz|RE - diesel/RE Diesel|FKW|Ksl-Wilhelmshöhe|FHEH|Ahnatal-Heckersh|16:44:56|16:53:00|16:53:11|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\EXPRESS-D\E04 Kassel-Wilhelmshöhe - Korbach Süd\Takt 1\hin\RE Diesel 170426|170426|170426|R|aktiv|N||||NRz|RE - diesel/RE Diesel|FKW|Ksl-Wilhelmshöhe|FHEH|Ahnatal-Heckersh|18:44:56|18:53:00|18:53:11|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\EXPRESS-D\E04 Kassel-Wilhelmshöhe - Korbach Süd\Takt 1\hin\RE Diesel 170430|170430|170430|R|aktiv|N||||NRz|RE - diesel/RE Diesel|FKW|Ksl-Wilhelmshöhe|FHEH|Ahnatal-Heckersh|20:44:56|20:53:00|20:53:11|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\EXPRESS-D\E04 Kassel-Wilhelmshöhe - Korbach Süd\Takt 1\rück|||||N|||||||||||||||||||||||
\EXPRESS-D\E04 Kassel-Wilhelmshöhe - Korbach Süd\Takt 1\rück\RE Diesel 170403|170403|170403|R|aktiv|N||||NRz|RE - diesel/RE Diesel|FHEH|Ahnatal-Heckersh|FKW|Ksl-Wilhelmshöhe|07:40:40|07:51:07|07:51:07|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\EXPRESS-D\E04 Kassel-Wilhelmshöhe - Korbach Süd\Takt 1\rück\RE Diesel 170407|170407|170407|R|aktiv|N||||NRz|RE - diesel/RE Diesel|FHEH|Ahnatal-Heckersh|FKW|Ksl-Wilhelmshöhe|09:40:40|09:51:07|09:51:07|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\EXPRESS-D\E04 Kassel-Wilhelmshöhe - Korbach Süd\Takt 1\rück\RE Diesel 170411|170411|170411|R|aktiv|N||||NRz|RE - diesel/RE Diesel|FHEH|Ahnatal-Heckersh|FKW|Ksl-Wilhelmshöhe|11:40:40|11:51:07|11:51:07|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\EXPRESS-D\E04 Kassel-Wilhelmshöhe - Korbach Süd\Takt 1\rück\RE Diesel 170415|170415|170415|R|aktiv|N||||NRz|RE - diesel/RE Diesel|FHEH|Ahnatal-Heckersh|FKW|Ksl-Wilhelmshöhe|13:40:40|13:51:07|13:51:07|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\EXPRESS-D\E04 Kassel-Wilhelmshöhe - Korbach Süd\Takt 1\rück\RE Diesel 170419|170419|170419|R|aktiv|N||||NRz|RE - diesel/RE Diesel|FHEH|Ahnatal-Heckersh|FKW|Ksl-Wilhelmshöhe|15:40:40|15:51:07|15:51:07|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\EXPRESS-D\E04 Kassel-Wilhelmshöhe - Korbach Süd\Takt 1\rück\RE Diesel 170423|170423|170423|R|aktiv|N||||NRz|RE - diesel/RE Diesel|FHEH|Ahnatal-Heckersh|FKW|Ksl-Wilhelmshöhe|17:40:40|17:51:07|17:51:07|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\EXPRESS-D\E04 Kassel-Wilhelmshöhe - Korbach Süd\Takt 1\rück\RE Diesel 170427|170427|170427|R|aktiv|N||||NRz|RE - diesel/RE Diesel|FHEH|Ahnatal-Heckersh|FKW|Ksl-Wilhelmshöhe|19:40:40|19:51:07|19:51:07|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\EXPRESS-D\E04 Kassel-Wilhelmshöhe - Korbach Süd\Takt 1\rück\RE Diesel 170431|170431|170431|R|aktiv|N||||NRz|RE - diesel/RE Diesel|FHEH|Ahnatal-Heckersh|FKW|Ksl-Wilhelmshöhe|21:40:40|21:51:07|21:51:07|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\EXPRESS-D\E04 Kassel-Wilhelmshöhe - Korbach Süd\Takt 2|||||N|||||||||||||||||||||||
\EXPRESS-D\E04 Kassel-Wilhelmshöhe - Korbach Süd\Takt 2\hin|||||N|||||||||||||||||||||||
\EXPRESS-D\E04 Kassel-Wilhelmshöhe - Korbach Süd\Takt 2\hin\RE Diesel 170400|170400|170400|R|aktiv|N||||NRz|RE - diesel/RE Diesel|FKW|Ksl-Wilhelmshöhe|FHEH|Ahnatal-Heckersh|05:44:49|05:52:46|05:52:57|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\EXPRESS-D\E04 Kassel-Wilhelmshöhe - Korbach Süd\Takt 2\hin\RE Diesel 170404|170404|170404|R|aktiv|N||||NRz|RE - diesel/RE Diesel|FKW|Ksl-Wilhelmshöhe|FHEH|Ahnatal-Heckersh|07:44:49|07:52:46|07:52:57|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\EXPRESS-D\E04 Kassel-Wilhelmshöhe - Korbach Süd\Takt 2\hin\RE Diesel 170408|170408|170408|R|aktiv|N||||NRz|RE - diesel/RE Diesel|FKW|Ksl-Wilhelmshöhe|FHEH|Ahnatal-Heckersh|09:44:49|09:52:46|09:52:57|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\EXPRESS-D\E04 Kassel-Wilhelmshöhe - Korbach Süd\Takt 2\hin\RE Diesel 170412|170412|170412|R|aktiv|N||||NRz|RE - diesel/RE Diesel|FKW|Ksl-Wilhelmshöhe|FHEH|Ahnatal-Heckersh|11:44:49|11:52:46|11:52:57|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\EXPRESS-D\E04 Kassel-Wilhelmshöhe - Korbach Süd\Takt 2\hin\RE Diesel 170416|170416|170416|R|aktiv|N||||NRz|RE - diesel/RE Diesel|FKW|Ksl-Wilhelmshöhe|FHEH|Ahnatal-Heckersh|13:44:49|13:52:46|13:52:57|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\EXPRESS-D\E04 Kassel-Wilhelmshöhe - Korbach Süd\Takt 2\hin\RE Diesel 170420|170420|170420|R|aktiv|N||||NRz|RE - diesel/RE Diesel|FKW|Ksl-Wilhelmshöhe|FHEH|Ahnatal-Heckersh|15:44:49|15:52:46|15:52:57|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\EXPRESS-D\E04 Kassel-Wilhelmshöhe - Korbach Süd\Takt 2\hin\RE Diesel 170424|170424|170424|R|aktiv|N||||NRz|RE - diesel/RE Diesel|FKW|Ksl-Wilhelmshöhe|FHEH|Ahnatal-Heckersh|17:44:49|17:52:46|17:52:57|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\EXPRESS-D\E04 Kassel-Wilhelmshöhe - Korbach Süd\Takt 2\hin\RE Diesel 170428|170428|170428|R|aktiv|N||||NRz|RE - diesel/RE Diesel|FKW|Ksl-Wilhelmshöhe|FHEH|Ahnatal-Heckersh|19:44:49|19:52:46|19:52:57|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\EXPRESS-D\E04 Kassel-Wilhelmshöhe - Korbach Süd\Takt 2\hin\RE Diesel 170432|170432|170432|R|aktiv|N||||NRz|RE - diesel/RE Diesel|FKW|Ksl-Wilhelmshöhe|FHEH|Ahnatal-Heckersh|21:44:49|21:52:46|21:52:57|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\EXPRESS-D\E04 Kassel-Wilhelmshöhe - Korbach Süd\Takt 2\rück|||||N|||||||||||||||||||||||
\EXPRESS-D\E04 Kassel-Wilhelmshöhe - Korbach Süd\Takt 2\rück\RE Diesel 170401|170401|170401|R|aktiv|N||||NRz|RE - diesel/RE Diesel|FHEH|Ahnatal-Heckersh|FKW|Ksl-Wilhelmshöhe|06:40:28|06:50:06|06:50:06|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\EXPRESS-D\E04 Kassel-Wilhelmshöhe - Korbach Süd\Takt 2\rück\RE Diesel 170405|170405|170405|R|aktiv|N||||NRz|RE - diesel/RE Diesel|FHEH|Ahnatal-Heckersh|FKW|Ksl-Wilhelmshöhe|08:40:28|08:50:06|08:50:06|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\EXPRESS-D\E04 Kassel-Wilhelmshöhe - Korbach Süd\Takt 2\rück\RE Diesel 170409|170409|170409|R|aktiv|N||||NRz|RE - diesel/RE Diesel|FHEH|Ahnatal-Heckersh|FKW|Ksl-Wilhelmshöhe|10:40:28|10:50:06|10:50:06|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\EXPRESS-D\E04 Kassel-Wilhelmshöhe - Korbach Süd\Takt 2\rück\RE Diesel 170413|170413|170413|R|aktiv|N||||NRz|RE - diesel/RE Diesel|FHEH|Ahnatal-Heckersh|FKW|Ksl-Wilhelmshöhe|12:40:28|12:50:06|12:50:06|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\EXPRESS-D\E04 Kassel-Wilhelmshöhe - Korbach Süd\Takt 2\rück\RE Diesel 170417|170417|170417|R|aktiv|N||||NRz|RE - diesel/RE Diesel|FHEH|Ahnatal-Heckersh|FKW|Ksl-Wilhelmshöhe|14:40:28|14:50:06|14:50:06|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\EXPRESS-D\E04 Kassel-Wilhelmshöhe - Korbach Süd\Takt 2\rück\RE Diesel 170421|170421|170421|R|aktiv|N||||NRz|RE - diesel/RE Diesel|FHEH|Ahnatal-Heckersh|FKW|Ksl-Wilhelmshöhe|16:40:28|16:50:06|16:50:06|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\EXPRESS-D\E04 Kassel-Wilhelmshöhe - Korbach Süd\Takt 2\rück\RE Diesel 170425|170425|170425|R|aktiv|N||||NRz|RE - diesel/RE Diesel|FHEH|Ahnatal-Heckersh|FKW|Ksl-Wilhelmshöhe|18:40:28|18:50:06|18:50:06|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\EXPRESS-D\E04 Kassel-Wilhelmshöhe - Korbach Süd\Takt 2\rück\RE Diesel 170429|170429|170429|R|aktiv|N||||NRz|RE - diesel/RE Diesel|FHEH|Ahnatal-Heckersh|FKW|Ksl-Wilhelmshöhe|20:40:28|20:50:06|20:50:06|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\EXPRESS-D\E04 Kassel-Wilhelmshöhe - Korbach Süd\Takt 2\rück\RE Diesel 170433|170433|170433|R|aktiv|N||||NRz|RE - diesel/RE Diesel|FHEH|Ahnatal-Heckersh|FKW|Ksl-Wilhelmshöhe|22:40:28|22:50:06|22:50:06|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\EXPRESS-D\E09 Lübeck Hbf - Lüneburg|||||N|||||||||||||||||||||||
\EXPRESS-D\E09 Lübeck Hbf - Lüneburg\hin|||||N|||||||||||||||||||||||
\EXPRESS-D\E09 Lübeck Hbf - Lüneburg\hin\RE Diesel kurz 100900|100900|100900||aktiv|N||||NRz|RE - diesel - kurz/RE Diesel kurz|AJAE|Jäger|ALBG|Lüneburg|05:54:07|05:56:26|05:56:35|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\EXPRESS-D\E09 Lübeck Hbf - Lüneburg\hin\RE Diesel kurz 100902|100902|100902||aktiv|N||||NRz|RE - diesel - kurz/RE Diesel kurz|AJAE|Jäger|ALBG|Lüneburg|06:54:07|06:56:26|06:56:35|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\EXPRESS-D\E09 Lübeck Hbf - Lüneburg\hin\RE Diesel kurz 100904|100904|100904||aktiv|N||||NRz|RE - diesel - kurz/RE Diesel kurz|AJAE|Jäger|ALBG|Lüneburg|07:54:07|07:56:26|07:56:35|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\EXPRESS-D\E09 Lübeck Hbf - Lüneburg\hin\RE Diesel kurz 100906|100906|100906||aktiv|N||||NRz|RE - diesel - kurz/RE Diesel kurz|AJAE|Jäger|ALBG|Lüneburg|08:54:07|08:56:26|08:56:35|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\EXPRESS-D\E09 Lübeck Hbf - Lüneburg\hin\RE Diesel kurz 100908|100908|100908||aktiv|N||||NRz|RE - diesel - kurz/RE Diesel kurz|AJAE|Jäger|ALBG|Lüneburg|09:54:07|09:56:26|09:56:35|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\EXPRESS-D\E09 Lübeck Hbf - Lüneburg\hin\RE Diesel kurz 100910|100910|100910||aktiv|N||||NRz|RE - diesel - kurz/RE Diesel kurz|AJAE|Jäger|ALBG|Lüneburg|10:54:07|10:56:26|10:56:35|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\EXPRESS-D\E09 Lübeck Hbf - Lüneburg\hin\RE Diesel kurz 100912|100912|100912||aktiv|N||||NRz|RE - diesel - kurz/RE Diesel kurz|AJAE|Jäger|ALBG|Lüneburg|11:54:14|11:56:33|11:56:42|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\EXPRESS-D\E09 Lübeck Hbf - Lüneburg\hin\RE Diesel kurz 100914|100914|100914||aktiv|N||||NRz|RE - diesel - kurz/RE Diesel kurz|AJAE|Jäger|ALBG|Lüneburg|12:54:07|12:56:26|12:56:35|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\EXPRESS-D\E09 Lübeck Hbf - Lüneburg\hin\RE Diesel kurz 100916|100916|100916||aktiv|N||||NRz|RE - diesel - kurz/RE Diesel kurz|AJAE|Jäger|ALBG|Lüneburg|13:54:07|13:56:26|13:56:35|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\EXPRESS-D\E09 Lübeck Hbf - Lüneburg\hin\RE Diesel kurz 100918|100918|100918||aktiv|N||||NRz|RE - diesel - kurz/RE Diesel kurz|AJAE|Jäger|ALBG|Lüneburg|14:54:07|14:56:26|14:56:35|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\EXPRESS-D\E09 Lübeck Hbf - Lüneburg\hin\RE Diesel kurz 100920|100920|100920||aktiv|N||||NRz|RE - diesel - kurz/RE Diesel kurz|AJAE|Jäger|ALBG|Lüneburg|15:54:07|15:56:26|15:56:35|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\EXPRESS-D\E09 Lübeck Hbf - Lüneburg\hin\RE Diesel kurz 100922|100922|100922||aktiv|N||||NRz|RE - diesel - kurz/RE Diesel kurz|AJAE|Jäger|ALBG|Lüneburg|16:54:07|16:56:26|16:56:35|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\EXPRESS-D\E09 Lübeck Hbf - Lüneburg\hin\RE Diesel kurz 100924|100924|100924||aktiv|N||||NRz|RE - diesel - kurz/RE Diesel kurz|AJAE|Jäger|ALBG|Lüneburg|17:54:07|17:56:26|17:56:35|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\EXPRESS-D\E09 Lübeck Hbf - Lüneburg\hin\RE Diesel kurz 100926|100926|100926||aktiv|N||||NRz|RE - diesel - kurz/RE Diesel kurz|AJAE|Jäger|ALBG|Lüneburg|18:54:07|18:56:26|18:56:35|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\EXPRESS-D\E09 Lübeck Hbf - Lüneburg\hin\RE Diesel kurz 100928|100928|100928||aktiv|N||||NRz|RE - diesel - kurz/RE Diesel kurz|AJAE|Jäger|ALBG|Lüneburg|19:54:07|19:56:26|19:56:35|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\EXPRESS-D\E09 Lübeck Hbf - Lüneburg\hin\RE Diesel kurz 100930|100930|100930||aktiv|N||||NRz|RE - diesel - kurz/RE Diesel kurz|AJAE|Jäger|ALBG|Lüneburg|20:54:07|20:56:26|20:56:35|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\EXPRESS-D\E09 Lübeck Hbf - Lüneburg\hin\RE Diesel kurz 100932|100932|100932||aktiv|N||||NRz|RE - diesel - kurz/RE Diesel kurz|AJAE|Jäger|ALBG|Lüneburg|21:54:07|21:56:26|21:56:35|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\EXPRESS-D\E09 Lübeck Hbf - Lüneburg\hin\RE Diesel kurz 100934|100934|100934||aktiv|N||||NRz|RE - diesel - kurz/RE Diesel kurz|AJAE|Jäger|ALBG|Lüneburg|22:54:07|22:56:26|22:56:35|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\EXPRESS-D\E09 Lübeck Hbf - Lüneburg\hin\RE Diesel kurz 100936|100936|100936||aktiv|N||||NRz|RE - diesel - kurz/RE Diesel kurz|AJAE|Jäger|ALBG|Lüneburg|23:54:07|23:56:26|23:56:35|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\EXPRESS-D\E09 Lübeck Hbf - Lüneburg\hin\RE Diesel kurz 100938|100938|100938||aktiv|N||||NRz|RE - diesel - kurz/RE Diesel kurz|AJAE|Jäger|ALBG|Lüneburg|24:54:07|24:56:26|24:56:35|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\EXPRESS-D\E09 Lübeck Hbf - Lüneburg\rück|||||N|||||||||||||||||||||||
\EXPRESS-D\E09 Lübeck Hbf - Lüneburg\rück\RE Diesel kurz 100901|100901|100901||aktiv|N||||NRz|RE - diesel - kurz/RE Diesel kurz|ALBG|Lüneburg|AJAE|Jäger|04:03:14|04:04:54|04:05:04|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\EXPRESS-D\E09 Lübeck Hbf - Lüneburg\rück\RE Diesel kurz 100903|100903|100903||aktiv|N||||NRz|RE - diesel - kurz/RE Diesel kurz|ALBG|Lüneburg|AJAE|Jäger|05:03:14|05:04:54|05:05:04|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\EXPRESS-D\E09 Lübeck Hbf - Lüneburg\rück\RE Diesel kurz 100905|100905|100905||aktiv|N||||NRz|RE - diesel - kurz/RE Diesel kurz|ALBG|Lüneburg|AJAE|Jäger|06:03:14|06:04:54|06:05:04|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\EXPRESS-D\E09 Lübeck Hbf - Lüneburg\rück\RE Diesel kurz 100907|100907|100907||aktiv|N||||NRz|RE - diesel - kurz/RE Diesel kurz|ALBG|Lüneburg|AJAE|Jäger|07:03:14|07:04:54|07:05:04|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\EXPRESS-D\E09 Lübeck Hbf - Lüneburg\rück\RE Diesel kurz 100909|100909|100909||aktiv|N||||NRz|RE - diesel - kurz/RE Diesel kurz|ALBG|Lüneburg|AJAE|Jäger|08:03:14|08:04:54|08:05:04|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\EXPRESS-D\E09 Lübeck Hbf - Lüneburg\rück\RE Diesel kurz 100911|100911|100911||aktiv|N||||NRz|RE - diesel - kurz/RE Diesel kurz|ALBG|Lüneburg|AJAE|Jäger|09:03:14|09:04:54|09:05:04|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\EXPRESS-D\E09 Lübeck Hbf - Lüneburg\rück\RE Diesel kurz 100913|100913|100913||aktiv|N||||NRz|RE - diesel - kurz/RE Diesel kurz|ALBG|Lüneburg|AJAE|Jäger|10:03:14|10:04:54|10:05:04|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\EXPRESS-D\E09 Lübeck Hbf - Lüneburg\rück\RE Diesel kurz 100915|100915|100915||aktiv|N||||NRz|RE - diesel - kurz/RE Diesel kurz|ALBG|Lüneburg|AJAE|Jäger|11:03:14|11:04:54|11:05:04|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\EXPRESS-D\E09 Lübeck Hbf - Lüneburg\rück\RE Diesel kurz 100917|100917|100917||aktiv|N||||NRz|RE - diesel - kurz/RE Diesel kurz|ALBG|Lüneburg|AJAE|Jäger|12:03:14|12:04:54|12:05:04|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\EXPRESS-D\E09 Lübeck Hbf - Lüneburg\rück\RE Diesel kurz 100919|100919|100919||aktiv|N||||NRz|RE - diesel - kurz/RE Diesel kurz|ALBG|Lüneburg|AJAE|Jäger|13:03:14|13:04:54|13:05:04|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\EXPRESS-D\E09 Lübeck Hbf - Lüneburg\rück\RE Diesel kurz 100921|100921|100921||aktiv|N||||NRz|RE - diesel - kurz/RE Diesel kurz|ALBG|Lüneburg|AJAE|Jäger|14:03:14|14:04:54|14:05:04|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\EXPRESS-D\E09 Lübeck Hbf - Lüneburg\rück\RE Diesel kurz 100923|100923|100923||aktiv|N||||NRz|RE - diesel - kurz/RE Diesel kurz|ALBG|Lüneburg|AJAE|Jäger|15:03:14|15:04:54|15:05:04|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\EXPRESS-D\E09 Lübeck Hbf - Lüneburg\rück\RE Diesel kurz 100925|100925|100925||aktiv|N||||NRz|RE - diesel - kurz/RE Diesel kurz|ALBG|Lüneburg|AJAE|Jäger|16:03:14|16:04:54|16:05:04|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\EXPRESS-D\E09 Lübeck Hbf - Lüneburg\rück\RE Diesel kurz 100927|100927|100927||aktiv|N||||NRz|RE - diesel - kurz/RE Diesel kurz|ALBG|Lüneburg|AJAE|Jäger|17:03:14|17:04:54|17:05:04|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\EXPRESS-D\E09 Lübeck Hbf - Lüneburg\rück\RE Diesel kurz 100929|100929|100929||aktiv|N||||NRz|RE - diesel - kurz/RE Diesel kurz|ALBG|Lüneburg|AJAE|Jäger|18:03:14|18:04:54|18:05:04|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\EXPRESS-D\E09 Lübeck Hbf - Lüneburg\rück\RE Diesel kurz 100931|100931|100931||aktiv|N||||NRz|RE - diesel - kurz/RE Diesel kurz|ALBG|Lüneburg|AJAE|Jäger|19:03:14|19:04:54|19:05:04|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\EXPRESS-D\E09 Lübeck Hbf - Lüneburg\rück\RE Diesel kurz 100933|100933|100933||aktiv|N||||NRz|RE - diesel - kurz/RE Diesel kurz|ALBG|Lüneburg|AJAE|Jäger|20:03:14|20:04:54|20:05:04|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\EXPRESS-D\E09 Lübeck Hbf - Lüneburg\rück\RE Diesel kurz 100935|100935|100935||aktiv|N||||NRz|RE - diesel - kurz/RE Diesel kurz|ALBG|Lüneburg|AJAE|Jäger|21:03:14|21:04:54|21:05:04|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\EXPRESS-D\E09 Lübeck Hbf - Lüneburg\rück\RE Diesel kurz 100937|100937|100937||aktiv|N||||NRz|RE - diesel - kurz/RE Diesel kurz|ALBG|Lüneburg|AJAE|Jäger|22:03:14|22:04:54|22:05:04|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\EXPRESS-D\E09 Lübeck Hbf - Lüneburg\rück\RE Diesel kurz 100939|100939|100939||aktiv|N||||NRz|RE - diesel - kurz/RE Diesel kurz|ALBG|Lüneburg|AJAE|Jäger|23:03:14|23:04:54|23:05:04|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
\EXPRESS-D\E11  Cuxhaven - Hamburg Hbf|||||N|||||||||||||||||||||||
\EXPRESS-D\E11  Cuxhaven - Hamburg Hbf\hin|||||N|||||||||||||||||||||||
\EXPRESS-D\E11  Cuxhaven - Hamburg Hbf\hin\RE Diesel 111100|111100|111100|R|aktiv|N||||NRz|RE - diesel/RE Diesel|AHBR|Hmb-Hausbruch|AH|Hamburg Hbf|06:31:05|06:53:00|06:53:16|||Verkehrt|abgestimmt und konfliktfrei|Tgl.|1900-01-01|2099-12-31||||
